,sentence_id,words,labels
7829,1724,",",O
5096,1115,Inka,I-PER
7451,1644,Kupa,I-ORG
6885,1520,Laram,B-ORG
7363,1627,de,I-ORG
7543,1661,',O
3598,803,llaqta,I-ORG
10530,2322,1934,I-ORG
11391,2582,distritu,I-LOC
15965,4943,de,I-PER
16389,5077,Juan,B-PER
13986,3942,Palma,I-LOC
10283,2268,(,O
12364,3016,Iray,B-LOC
17521,5434,qucha,I-LOC
1952,427,',O
9249,2041,',O
17515,5431,qucha,I-LOC
16639,5154,Chávez,I-PER
7741,1706,',O
13991,3944,San,B-LOC
1517,339,Sebastian,I-PER
3089,687,Pachantin,I-ORG
10102,2228,Wantar,B-LOC
4446,981,12,O
5122,1121,Saavedra,I-PER
1496,336,PUSAPUNA,O
10883,2398,Noel,B-ORG
16028,4960,Ortiz,I-PER
12249,2962,Nicolás,I-LOC
15604,4805,Fulgencio,B-PER
14917,4531,Flora,B-PER
12672,3158,Quntumasa,B-LOC
6554,1443,Raúl,B-PER
871,199,occipitalis,O
366,88,.,O
13292,3473,Hernández,I-LOC
12096,2896,distritu,I-LOC
9929,2187,(,I-LOC
1533,341,Mariano,B-PER
4196,928,Prado,I-PER
7601,1672,distritu,I-LOC
14467,4237,Huchusuma,B-LOC
690,159,Lariqaqa,B-LOC
114,26,),O
15154,4631,Marcelinawan,B-PER
5167,1133,Sneijder,I-PER
1215,276,``,O
13392,3546,Runtus,B-LOC
11465,2614,distritu,I-LOC
14870,4485,Juanawanmi,B-PER
16401,5079,Duarte,I-PER
14357,4171,Waka,B-LOC
4678,1027,Brasil,B-LOC
17299,5369,sach'a,I-LOC
10052,2214,),I-ORG
15457,4751,de,I-PER
12500,3076,Wamankilla,B-LOC
15123,4614,Mamanin,I-PER
6942,1531,Villarroel,I-LOC
12341,3005,Qallalli,B-LOC
13580,3651,anta,I-LOC
3405,757,Pachantin,I-ORG
6617,1461,Profesor,O
12404,3034,Turu,B-LOC
842,191,colocolo,O
6589,1453,.,O
126,29,',O
14801,4440,Portillo,I-LOC
1553,346,Piluta,B-ORG
6717,1481,Piluta,B-ORG
14227,4090,Ubinas,B-LOC
4588,1011,PUSAPUNA,O
7402,1635,Ebert,I-PER
11595,2665,mayu,I-LOC
2056,451,PUSAPUNA,O
4635,1019,van,I-PER
4008,891,',O
6865,1515,frenata,O
4887,1074,.,O
1577,351,suksu,I-LOC
17315,5372,Paraqas,B-LOC
955,217,Kurt,B-PER
13055,3324,Sikuwani,B-LOC
6490,1430,Hayt'ay,I-ORG
1378,311,),O
954,217,',O
14177,4055,Saquena,B-LOC
10325,2278,Blanc,I-PER
6603,1456,Cajas,B-LOC
1661,367,asper,O
12159,2926,pruwinsya,I-LOC
11612,2675,Quqta,B-LOC
2035,446,',O
649,151,Escrito,O
1557,347,PUSAPUNA,O
15233,4668,Eva,B-PER
9570,2110,.,O
3928,873,),O
7489,1652,Kurikinka,B-LOC
13977,3934,Lanka,B-LOC
4831,1063,.,O
2487,549,distritu,I-LOC
11857,2783,distritu,I-LOC
16043,4964,Gabriel,B-PER
6247,1377,Buliwya,I-LOC
12179,2935,Kusisach'a,I-LOC
14255,4108,Santa,B-LOC
13958,3921,Iwari,B-LOC
6577,1449,1990,I-ORG
6339,1396,Kupa,I-ORG
4584,1010,Otaria,O
4459,984,``,I-LOC
6225,1374,Gluck,I-PER
16853,5223,Nascimento,I-PER
7920,1745,suyukuna,I-ORG
2287,504,/,O
7899,1740,Kashamarka,I-LOC
593,139,Franz,B-LOC
13505,3607,Markuna,B-LOC
7462,1646,',O
10433,2303,Pachantin,I-ORG
2820,629,Yoshihiko,B-PER
16160,5008,la,I-PER
2989,666,Huwan,B-PER
13783,3803,Patas,B-LOC
3946,876,marka,I-LOC
3314,737,",",O
3374,750,Pachantin,I-ORG
1210,276,churu,I-LOC
4825,1061,tajacu,O
17152,5326,Valentina,B-PER
12890,3249,José,B-LOC
16824,5216,Jacinto,B-PER
9962,2194,Flauto,O
4270,945,dolce,O
14082,4002,Tanta,B-LOC
12152,2923,Turpay,B-LOC
5253,1154,(,I-LOC
6112,1347,rikusqa,O
3543,790,.,O
11537,2644,distritu,I-LOC
12816,3221,Cutervo,I-LOC
1217,276,),O
11506,2634,Pisukya,B-LOC
5648,1248,.,O
3213,714,de,I-PER
1670,369,Kupa,I-ORG
5491,1207,',O
423,103,Uma,B-LOC
3015,672,official,O
8922,1966,.,O
14853,4468,Manuelmi,B-PER
14187,4063,Sumaq,B-LOC
14072,3998,Kinchis,B-LOC
11751,2736,distritu,I-LOC
1687,374,Gylmar,B-PER
14799,4439,pruwinsya,I-LOC
15985,4948,Ignacio,I-PER
7359,1626,Kupa,I-ORG
13096,3343,distritu,I-LOC
17379,5387,Amarakaeri,B-LOC
14415,4205,Melgar,B-LOC
8244,1823,.,O
7198,1590,Ramón,B-PER
5166,1133,Wesley,B-PER
6997,1544,',O
4097,910,Hayt'ay,I-ORG
8707,1915,1990,I-ORG
11419,2595,distritu,I-LOC
1483,332,Yachay,I-ORG
6630,1462,),I-ORG
6263,1380,Yachay,I-ORG
1745,383,',O
15317,4703,Olmedo,I-PER
10053,2215,Plantas,O
17120,5314,Víktor,B-PER
13214,3409,Pata,B-LOC
16973,5265,Tamayo,I-PER
226,55,Pizarro,I-PER
1882,412,María,B-PER
9664,2130,mayu,I-LOC
17370,5384,risirwa,I-LOC
14926,4539,Juan,B-PER
4634,1019,',O
14330,4156,Buenos,B-LOC
14283,4128,Waryaqa,B-LOC
4181,924,sechurae,O
14839,4461,La,B-LOC
17501,5425,Kunu,B-LOC
4226,934,hunt'arqan,O
10618,2341,',O
15712,4850,Pérez,I-PER
9180,2025,urqukunamanta,O
8807,1939,.,O
15768,4871,Rodríguez,I-PER
15550,4781,Magoon,I-PER
3587,801,Qulan,B-ORG
17055,5292,Víctor,B-PER
14634,4352,Pajarillo,B-LOC
16014,4956,Xavier,I-PER
11121,2449,Ishpinku,B-LOC
6324,1392,Kupa,I-ORG
9593,2114,',O
9101,2008,',O
420,102,John,B-PER
12053,2877,Sabaynu,B-LOC
13959,3922,Lampiyan,B-LOC
8865,1952,Pisarruta,B-PER
5733,1267,phiruru,I-ORG
7800,1719,Jarka,B-LOC
6738,1486,Raúl,I-PER
4279,947,30.5,O
16473,5104,Begazom,I-PER
7548,1662,munisipyu,I-LOC
11378,2577,Bagua,B-LOC
11918,2812,Tapaqucha,B-LOC
8545,1882,Kan,I-PER
15224,4664,Huillca,I-PER
9304,2051,gryphus,O
1994,436,'Ochroma,O
5949,1313,2014,I-ORG
8320,1837,",",O
17407,5392,amachana,I-LOC
4100,910,1990,I-ORG
2709,603,.,O
2590,574,Hayt'ay,I-ORG
6,1,kaynin,I-ORG
13936,3912,San,B-LOC
13608,3670,Pukara,B-LOC
383,93,',O
256,61,peruviana,O
11586,2662,Kumayna,I-LOC
13240,3429,Merced,I-LOC
4636,1019,Basten,I-PER
16545,5128,Posada,I-PER
8894,1958,2003-2005,O
300,74,López,I-PER
11239,2525,Anku,B-LOC
12255,2964,Cáceres,I-LOC
5066,1109,Lindley,I-PER
5228,1148,Titiqaqa,B-LOC
12021,2863,Paqucha,B-LOC
13017,3306,distritu,I-LOC
11914,2810,Qutaparaqu,B-LOC
5482,1205,',O
1247,283,',O
13232,3423,Wachus,B-LOC
2331,514,(,I-LOC
7634,1680,yachaqayninta,O
13455,3581,pruwinsya,I-LOC
7996,1761,pusapuna,O
6741,1486,la,I-PER
12956,3276,Siqsi,B-LOC
9973,2197,Pachantin,I-ORG
11788,2753,distritu,I-LOC
2793,624,Makkah,O
6807,1502,Rimana,I-ORG
8975,1979,',O
16276,5048,Jorge,B-PER
6497,1432,',O
6304,1388,Rivera,I-PER
12894,3250,Pita,I-LOC
17151,5325,Emma,I-PER
4590,1011,Wapi,I-LOC
11550,2650,distritu,I-LOC
5547,1222,.,O
15508,4766,de,I-PER
11663,2698,distritu,I-LOC
13593,3660,Rusa,I-LOC
2214,489,Q'awa,I-ORG
8575,1887,Sunturnin,I-ORG
6796,1498,2014,I-ORG
2405,531,Mario,B-PER
5658,1250,",",O
11556,2653,Killki phaqcha,B-LOC
15873,4913,Enzo,B-PER
4869,1071,.,O
7472,1649,'Nycticorax,O
1579,351,',O
13802,3821,Santa,B-LOC
5526,1216,Ramírez,I-PER
17316,5372,mama,I-LOC
582,137,(,O
15040,4585,Mama,I-ORG
4465,985,suyu,I-ORG
6268,1381,luwichu,I-LOC
11287,2545,distritu,I-LOC
10391,2293,.,O
7804,1719,visco,O
16179,5013,y,I-PER
3730,832,Lewis,I-PER
14676,4375,Yuraqyaku,B-LOC
4777,1049,Lissón,I-PER
10123,2233,Yachay,I-ORG
3253,723,.,O
8043,1772,715,O
14217,4081,pruwinsya,I-LOC
16826,5217,Adela,B-PER
16643,5155,Matha,B-PER
13630,3690,Atawra,B-LOC
7745,1707,llaqta,I-ORG
16569,5135,Adelaide,I-PER
2336,515,parki,I-ORG
9412,2079,(,O
16716,5178,Bastidas,I-PER
4469,986,munisipyu,I-LOC
12207,2945,distritu,I-LOC
11196,2501,Chiklayu,B-LOC
13423,3558,distritu,I-LOC
13891,3878,Qaqatampu,B-LOC
9591,2113,Schriftsteller,O
13265,3452,Willka,B-LOC
11938,2820,distritu,I-LOC
17091,5304,José,B-PER
14064,3990,Wankaskar,B-LOC
476,113,pruwinsya,I-LOC
12940,3268,distritu,I-LOC
16757,5194,Alonso,I-PER
15536,4778,Charles,B-PER
1271,288,',O
15113,4610,Eduardoqa,B-PER
11886,2796,distritu,I-LOC
8015,1766,Pachantin,I-ORG
9629,2122,),O
1624,360,PUSAPUNA,O
10864,2392,",",O
11040,2430,.,O
7717,1700,pruwinsya,I-LOC
3748,837,Alfredo,B-PER
5308,1167,Pachantin,I-ORG
16835,5219,Valdivia,I-PER
3503,781,Kathuliku,I-ORG
7651,1685,georgica,O
8837,1946,Secure,I-ORG
3133,697,risirwa,I-ORG
6085,1342,Merced,I-LOC
4344,961,Llaqtap,I-ORG
8224,1818,Sallqa,I-ORG
6414,1413,Violoncello,O
2661,590,Qusqu,B-LOC
12417,3040,Pawqar,I-LOC
11170,2482,pongorallai,B-LOC
13275,3460,Laramarka,B-LOC
13016,3306,Laris,B-LOC
14777,4431,La Cruz,B-LOC
8209,1814,y,I-PER
16290,5051,Flores,I-PER
7773,1713,Uma,B-PER
14633,4351,Pachisa,B-LOC
15188,4650,Conejo,I-PER
12187,2937,y,I-LOC
11626,2681,Fermin,I-LOC
2502,553,'Anas,O
11245,2527,Anqu  ,B-LOC
11690,2710,Mankas,B-LOC
5193,1138,(,I-LOC
3721,830,),O
1657,367,khana,I-LOC
14436,4215,Asillu,B-LOC
688,159,suyupi,I-LOC
9144,2018,',O
5975,1316,distritu,I-LOC
6562,1444,1998,I-ORG
6194,1368,August,I-PER
14837,4460,Reynoso,I-LOC
13109,3350,Q'illu Unu,B-LOC
10743,2368,1982-1985,O
15089,4598,Guillermo,B-PER
11895,2801,Kinwapampa,B-LOC
9106,2010,REDIRECCIÓN,O
11366,2573,El,I-LOC
5835,1287,),O
10249,2260,amachasqa,I-ORG
6931,1528,12,O
13592,3660,Santa,B-LOC
8001,1762,Yupanki,I-PER
6515,1435,",",O
16613,5146,Rivera,I-PER
1184,270,runakunap,I-ORG
4809,1058,(,I-LOC
6313,1390,San,I-ORG
9155,2020,),O
5052,1106,suyu,I-LOC
2384,527,Ollanta,B-PER
11406,2589,Churuja,B-LOC
14494,4260,Uquwiri,B-LOC
2353,519,K'illichu,B-LOC
12591,3118,Lampa,B-LOC
10262,2263,risirwa,I-LOC
12738,3188,Anguía,B-LOC
1686,373,suyukuna,I-ORG
4535,999,Chinchay,B-LOC
6643,1466,redirección,O
2053,450,III,I-PER
10640,2345,qhapana,I-LOC
1871,409,sallqa,I-ORG
612,143,nycticorax,O
11382,2579,Luya,B-LOC
13719,3757,Carrión,I-LOC
2380,526,Hermosa,I-LOC
1602,355,1970,I-ORG
7714,1700,",",O
8649,1904,kaynin,I-ORG
9277,2046,risirwa,I-LOC
15672,4833,Luisa,I-PER
5883,1298,Amadeus,I-PER
2646,586,Wasin,I-ORG
5706,1261,Piluta,B-ORG
8201,1812,parki,I-ORG
13211,3406,Quchaqasa,B-LOC
11176,2485,Truhillu,B-LOC
4632,1018,.,O
11781,2750,Pawqas,B-LOC
5532,1218,1974,I-ORG
5855,1291,),I-LOC
5094,1115,atiptinku,O
13660,3715,Sinkus,B-LOC
10999,2421,.,O
11344,2567,San,B-LOC
367,89,Piluta,B-ORG
13823,3833,distritu,I-LOC
15315,4702,Horacio,I-PER
3711,828,printer,O
12388,3026,Charkana,B-LOC
15556,4784,Oscar,B-PER
3516,784,qucha,I-ORG
2324,512,Victoria,B-PER
13325,3494,Wamali,B-LOC
14303,4140,Ayawaka,B-LOC
15002,4578,Llaqtap,I-ORG
13666,3721,Qarwamayu,B-LOC
8213,1816,PUSAPUNA,O
3346,743,Tukuy,B-ORG
3779,844,-,O
10847,2389,Awya,B-ORG
15752,4867,Diego,B-PER
2230,493,(,O
5683,1256,",",O
8820,1941,Ispaña,I-LOC
5198,1139,San,I-ORG
9695,2137,Trichomycterus,O
6234,1374,Beethoven,I-PER
7092,1563,suyu,I-LOC
7555,1664,llaqtam,O
13740,3769,Santiago,B-LOC
13847,3846,Victoria,I-LOC
12343,3006,Qhawanakunti,B-LOC
10301,2273,',O
1471,330,Roberto,B-PER
1970,430,Cambridge,B-ORG
3407,757,1986,I-ORG
13494,3601,distritu,I-LOC
12519,3085,Luis,B-LOC
12570,3108,Chumpi,B-LOC
13567,3643,Wamanqaqa,I-LOC
6451,1422,de,I-PER
16949,5258,Federer,I-PER
14460,4232,Quwasa,B-LOC
7141,1577,Datem,B-LOC
12739,3188,distritu,I-LOC
12571,3108,distritu,I-LOC
9779,2153,amachasqa,I-ORG
1382,312,',O
1199,273,.,O
2579,571,.,O
15812,4887,Dammert,I-PER
6842,1510,',O
16379,5074,Espinoza,I-PER
607,142,VI,I-PER
11976,2840,pruwinsya,I-LOC
6990,1543,Hayt'ay,I-ORG
8344,1842,.,O
4965,1088,Pachantin,I-ORG
1992,435,parki,I-ORG
13228,3420,Santa,B-LOC
7302,1615,Isiboro,B-ORG
14308,4145,Paymas,B-LOC
15072,4592,Albam,I-PER
3363,747,Aristotelis,B-PER
1207,275,',O
10787,2376,',O
2809,627,Minas,B-LOC
9613,2119,qhapaq,I-ORG
6056,1335,Galeras,I-ORG
1369,309,Emil,B-PER
7620,1677,thula,O
9181,2025,aswan,O
10044,2212,Matthäus,I-PER
15899,4922,Evaristoqa,B-PER
16435,5089,Justiniano,B-PER
6610,1459,T'uru,B-ORG
772,175,-,O
12657,3150,distritu,I-LOC
16485,5108,Rodríguez,I-PER
557,131,suyu,I-ORG
14245,4103,Pasqu,B-LOC
11803,2759,Wakchis,B-LOC
5966,1315,kutichimunapaq,O
8524,1878,Piluta,B-ORG
4655,1022,",",O
7986,1758,Wolfgang,B-PER
11327,2561,distritu,I-LOC
13657,3712,distritu,I-LOC
5571,1228,VI,I-PER
9911,2183,',O
9477,2092,suyu,I-LOC
8602,1893,),I-ORG
5918,1306,distritu,I-LOC
13635,3694,Kanchayllu,B-LOC
6439,1420,.,O
1080,245,),O
531,125,Djalma,B-PER
16851,5223,Arantes,I-PER
7891,1739,Apulupampa,B-ORG
1398,316,--,O
13555,3635,distritu,I-LOC
3152,700,distritu,I-LOC
16629,5151,Lopes,I-PER
2123,468,.,O
5548,1222,',O
11025,2427,distritu,I-LOC
15751,4866,Corazzo,I-PER
5701,1259,Qhawanillas,B-LOC
5215,1144,Yachay,I-ORG
11559,2654,distritu,I-LOC
5055,1107,.,O
5964,1315,indihinakunaman,O
15947,4938,D'Alessio,I-PER
7282,1610,',O
15264,4681,Meneseswan,I-PER
9808,2159,Fàbregas,I-PER
4378,968,Messi,I-PER
1595,353,parki,I-ORG
9978,2198,(,O
9214,2033,Simón,B-PER
11992,2848,distritu,I-LOC
12534,3092,Chipaw,B-LOC
11205,2508,Pukallpa,B-LOC
12721,3180,Pallan,B-LOC
4778,1049,',O
16273,5046,Isidoro,I-PER
5926,1308,',O
1547,344,.,O
1645,365,',O
16934,5251,Fontanarrosa,I-PER
4979,1092,Arabya,I-LOC
15248,4674,Salinas,I-PER
15917,4928,Ferdinand,B-PER
1414,318,Hayt'ay,I-ORG
11845,2777,distritu,I-LOC
8542,1881,',O
17280,5364,wak'a,I-LOC
16972,5265,Arellanes,I-PER
1115,254,',O
6350,1398,de,I-LOC
1697,375,Pardo,I-PER
12064,2882,distritu,I-LOC
1280,290,Kupa,I-ORG
10546,2326,',O
5327,1172,Pachantin,I-ORG
12454,3055,distritu,I-LOC
13280,3464,Domingo,I-LOC
10075,2221,Galindo,I-PER
11210,2511,Ukayali,B-LOC
9679,2134,kaq,O
16432,5088,Ramón,I-PER
6477,1427,),O
3024,673,Hayt'ay,I-ORG
3027,674,Kashamarka,B-LOC
5829,1285,),O
9693,2137,',O
11706,2718,Tikllus,B-LOC
4080,906,PUSAPUNA,O
9917,2184,Wanuku,B-LOC
12822,3223,Santo,B-LOC
3833,855,puma,I-LOC
12070,2884,distritu,I-LOC
2304,507,Tarikiya,B-ORG
13988,3943,San,B-LOC
12867,3240,distritu,I-LOC
10775,2374,VON,I-PER
3917,871,Pachantin,I-ORG
4871,1072,',O
4126,915,Kupa,I-ORG
8538,1881,José,B-PER
8841,1947,'Phoenicoparrus,O
9648,2126,Kupa,I-ORG
8128,1794,.,O
8839,1946,parki,I-ORG
3191,709,armata,O
4771,1048,.,O
1268,288,',O
8967,1977,Piluta,B-ORG
9821,2161,),O
1633,362,Wilhelm,B-PER
9499,2094,chinalinda,O
4626,1018,',O
594,139,Tamayo,I-LOC
16729,5183,Cazorla,I-PER
14688,4380,Shilcayo,I-LOC
13722,3758,Chuku,I-LOC
15141,4624,Elaku,B-PER
6017,1326,.,O
11392,2583,Bagua,B-LOC
1220,277,suyu,I-LOC
17117,5312,Jara,I-PER
7414,1638,",",O
2070,454,',O
15151,4629,Amelia,I-PER
16969,5264,Costas,I-PER
2182,482,Hayt'ay,I-ORG
15344,4713,Augusto,I-PER
8724,1920,Kupa,I-ORG
9493,2093,",",O
4496,991,'Azorella,O
13414,3556,Morada,I-LOC
15748,4865,Maradona,I-PER
10296,2271,.,O
11223,2517,urqu,I-LOC
3937,874,pruwinsya,I-LOC
10050,2214,(,I-ORG
9622,2121,Antonio,I-ORG
7412,1638,Chuqichaka,B-LOC
4967,1088,2014,I-ORG
1435,324,Qusqu,B-LOC
310,75,y,O
198,47,.,O
1802,396,Piluta,B-ORG
14622,4344,Roque,I-LOC
5488,1206,Guillermo,I-PER
11052,2433,k'illichu,I-LOC
463,111,Ichhu,B-LOC
8965,1976,Mamallaqtap,I-ORG
7094,1563,Piruw,B-LOC
6241,1376,Santa,B-LOC
16038,4963,de,I-PER
15331,4709,Alejo,B-PER
11700,2715,Qurpanki,B-LOC
16317,5058,y,I-PER
9856,2169,Galeras,I-LOC
3156,701,.,O
15531,4776,César,B-PER
11664,2699,Llamillin,B-LOC
2561,567,Kupa,I-ORG
1502,337,20,O
17539,5448,Suwisa,B-LOC
1787,392,pusapuna,O
3628,809,Kachachi,B-LOC
13518,3616,distritu,I-LOC
15274,4686,Salvador,B-PER
364,88,Baggio,I-PER
10996,2421,',O
5385,1184,",",O
2381,526,(,O
8242,1822,Kupa,I-ORG
8537,1881,.,O
5767,1274,',O
10853,2390,m,O
1726,379,Chelsea,B-ORG
14530,4292,Hullaqa,B-LOC
7030,1552,Salvador,I-LOC
11894,2800,distritu,I-LOC
4807,1057,Kupa,I-ORG
12556,3102,San,B-LOC
6652,1468,(,O
4938,1083,(,I-ORG
15465,4753,Rafael,I-PER
435,105,(,O
10080,2222,(,O
16328,5061,Luis,I-PER
13563,3640,Kimsan,I-LOC
5381,1184,Uqshapampa,B-LOC
385,94,',O
11962,2832,distritu,I-LOC
16056,4969,II,I-PER
5843,1289,Ikwadur,I-LOC
6278,1382,suyukuna,I-ORG
6681,1473,Hukllachasqa,B-LOC
16666,5163,Mina,I-PER
7652,1685,',O
5123,1121,',O
7556,1664,Willkamayuwan,B-LOC
6155,1358,Kupa,I-ORG
15653,4827,James,B-PER
9343,2061,Chiloé,B-ORG
5931,1309,Moix,I-PER
8981,1980,Rafael,I-ORG
8584,1889,),O
8811,1939,Piérola,I-PER
3972,883,Brahms,B-PER
2791,623,(,I-LOC
15477,4758,Enríquez,I-PER
3654,815,Yachay,I-ORG
3513,783,Edward,I-PER
14036,3965,Leonor,I-LOC
4564,1005,",",O
3119,693,1982,I-ORG
2413,532,.,O
12357,3013,Antaray,B-LOC
4664,1024,quchaman,I-LOC
3977,884,'Falco,O
4939,1083,Paqaqi,I-ORG
13770,3794,Guadalupe,B-LOC
9588,2113,Arturo,B-PER
17339,5377,llaqta,I-LOC
5831,1287,Puna,B-LOC
6613,1460,Chakamarka,B-ORG
8413,1856,kancha,I-ORG
5200,1139,Yachay,I-ORG
712,163,satillitimanta,O
843,192,Piluta,B-ORG
14079,4001,de,I-LOC
5333,1173,kaynin,I-ORG
6538,1440,Yuraq,B-LOC
12114,2905,distritu,I-LOC
15305,4699,Alan,B-PER
744,169,Confederación,O
16919,5246,Castroqa,I-PER
7465,1648,.,O
13127,3357,distritu,I-LOC
13903,3884,Barranca,B-LOC
8163,1803,Amaru,I-PER
7805,1719,),O
8371,1849,Beckenbauer,I-PER
9147,2019,Iwrupa,B-ORG
8687,1910,Jiabao,I-PER
12997,3296,distritu,I-LOC
6569,1447,Katari,I-PER
2477,548,Qusqu,B-LOC
16936,5252,Gómez,I-PER
15090,4598,Cornejom,I-PER
2387,527,.,O
13340,3503,San,B-LOC
1831,400,.,O
17321,5373,llaqta,I-LOC
17261,5360,Kalipuy,B-LOC
13185,3386,pruwinsya,I-LOC
11208,2510,Martín,I-LOC
12737,3187,distritu,I-LOC
9994,2202,Inkawasimanta]],O
13587,3656,Mukllu,B-LOC
5006,1098,Pumaqucha,B-LOC
277,67,urqu,I-LOC
17331,5375,risirwa,I-LOC
11602,2669,Sunchi,B-LOC
333,80,',O
6819,1505,Kashamarka,B-LOC
5299,1165,',O
4568,1005,.,O
13337,3502,San,B-LOC
11776,2747,distritu,I-LOC
10013,2206,Juan,B-PER
2367,523,PUSAPUNA,O
15976,4946,Francisco,B-PER
8137,1796,Podocarpus,B-ORG
4052,898,Umalliqmi,O
10973,2415,.,O
11685,2708,distritu,I-LOC
3162,702,),O
1462,328,Puru-puru,B-LOC
9542,2104,walla,I-ORG
13,3,llaqta,I-ORG
1437,324,pruwinsya,I-LOC
17369,5384,qhichwa,I-LOC
2763,615,),O
11375,2575,pruwinsya,I-LOC
932,212,Buliwya,I-ORG
6012,1325,José,B-PER
16169,5011,de,I-PER
308,75,",",O
750,170,Uma,B-LOC
1139,259,(,I-LOC
2926,653,qhapaq,I-ORG
15972,4945,Francisco,B-PER
3849,859,',O
9541,2103,suyukuna,I-ORG
14575,4320,Sumaq,B-LOC
13054,3323,distritu,I-LOC
650,151,en,O
14069,3995,Miraflores,B-LOC
6081,1341,福建,O
7258,1604,González,I-PER
6667,1471,(,O
10713,2361,-,O
7207,1593,Q'awa,I-ORG
3296,733,Sánchez,I-LOC
14354,4168,Colan,B-LOC
16576,5137,Cano,I-PER
3815,851,Evaristo,B-PER
3074,684,.,O
8785,1933,Buren,I-PER
14818,4452,Rikina,I-LOC
12606,3125,Belén,B-LOC
14058,3984,Qatawasi,B-LOC
16989,5272,San,B-PER
170,41,Tayaqaqa,I-LOC
8272,1829,Kuntur,B-LOC
12160,2927,Qarawili,B-LOC
7120,1570,de,I-LOC
1329,300,mama,I-ORG
9514,2097,llaqta,I-ORG
5134,1124,.,O
1020,231,parkipim,I-ORG
4337,959,mamallaqta,I-ORG
5572,1228,',O
15231,4666,Martínez,I-PER
13653,3710,Quriqaqa,B-LOC
4174,923,%,O
877,201,Hukllawasqa,O
7088,1563,Pasqu,B-LOC
9211,2032,2006,I-ORG
7818,1722,(,I-LOC
16209,5024,Peter,I-PER
13313,3489,Lawriqucha,B-LOC
10432,2303,Hayt'ay,I-ORG
5447,1197,mama,I-LOC
16951,5259,y,I-PER
3662,817,",",O
3891,866,(,O
180,44,iskay,I-PER
9055,1997,Waytapallana,B-LOC
4068,902,Goiânia,B-LOC
7293,1613,.,O
14315,4150,Carmen,I-LOC
1872,409,suyukuna,I-ORG
1715,378,.,O
10048,2214,Susyalismuman,B-ORG
15101,4603,Leese,I-PER
1585,352,mit'a,I-ORG
14967,4566,Ch’ijllukuy,I-ORG
17499,5424,Pumaqanchi,B-LOC
9945,2190,isqun,O
17274,5363,Tumbes,I-LOC
15807,4886,Eduardo,B-PER
2440,540,José,B-PER
10946,2409,Piruw,I-ORG
7005,1546,77°49′0″0,O
7480,1650,2006,I-ORG
635,146,Wakichikunankupaq,I-ORG
4307,953,Pallanchikpa,B-ORG
3529,787,Amaru,I-PER
2718,605,José,B-PER
692,159,",",O
360,88,',O
1681,371,1994,I-ORG
11221,2516,walla,I-LOC
17476,5412,Titiqaqa,B-LOC
13562,3640,Disimrip,B-LOC
3673,819,1982,I-ORG
13261,3448,Quwinqa,B-LOC
9373,2070,Qun,B-PER
10672,2352,mama,I-LOC
11844,2777,Kachka,B-LOC
10039,2211,Piluta,B-ORG
11395,2584,distritu,I-LOC
5773,1274,',O
4601,1013,',O
11488,2625,distritu,I-LOC
4007,891,Bustamante,I-PER
13893,3879,Uyun,B-LOC
4923,1080,Federal,I-ORG
5369,1183,Kurt,B-PER
7605,1673,',O
1876,411,**,O
11498,2630,Luya,B-LOC
9938,2189,.,O
5804,1281,",",O
14621,4344,San,B-LOC
17197,5342,parki,I-LOC
778,177,Tumipampa,B-LOC
6798,1499,Frías,I-PER
10492,2315,parki,I-ORG
16841,5221,Antonio,I-PER
14325,4153,El,I-LOC
14602,4332,distritu,I-LOC
7914,1744,suyu,I-LOC
15749,4866,Diego,B-PER
13066,3329,distritu,I-LOC
3111,692,Kamasqa,O
16567,5134,Thatcher,I-PER
2819,629,',O
10074,2221,',O
5703,1260,Chetumal,B-LOC
4362,964,",",I-LOC
15209,4659,Javier,I-PER
4046,897,Pachantin,I-ORG
5342,1176,atiyta,O
3613,807,Eusébio,B-PER
6325,1392,2014,I-ORG
2739,609,Tarapaka,B-LOC
14710,4395,Taqna,B-LOC
1241,282,Calderón,I-PER
1463,328,'Calceolaria,O
12319,2994,Wankarki,B-LOC
3095,688,/,O
2478,548,pruwinsya,I-LOC
1775,388,",",O
1455,326,Paqaqi,I-ORG
6945,1532,parki,I-ORG
295,72,Hanan,B-ORG
16234,5033,Joan,B-PER
3202,712,),O
13743,3770,Bolívar,B-LOC
15029,4583,Antunyu,I-ORG
15056,4587,Yachay,I-ORG
879,201,reqsichisqan,O
12317,2993,Uñun,B-LOC
2658,589,mama,I-ORG
16316,5058,Unanue,I-PER
13684,3735,Cajas,I-LOC
4254,942,von,I-PER
8264,1827,mama,I-LOC
2573,570,Tomás,B-LOC
17079,5300,Lynton,I-PER
16884,5235,Bloemaertpa,I-PER
15088,4597,Wedemeyer,I-PER
16702,5174,de,I-PER
4426,977,),O
4436,979,Villa,B-LOC
7081,1562,',O
6509,1434,llaqta,I-LOC
4333,958,llaqta,I-ORG
7602,1673,.,O
11746,2734,Pampas,B-LOC
17522,5435,Jasjana,B-LOC
2020,442,Pachantin,I-ORG
14614,4339,Caynarachi,B-LOC
11515,2637,del,I-LOC
5088,1113,.,O
3448,769,PUSAPUNA,O
16463,5100,Fernández,I-PER
17397,5391,yaku,I-LOC
14455,4227,Aqhuyani,B-LOC
2990,666,Pawlu,I-PER
6499,1432,de,I-PER
